"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
"2021","NC","North Carolina","Johnston","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence","85.9",,,"83.2","88.4","234,778","177,552","37101","PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening","POINT (-78.365753932271 35.5179210737528)"
"2022","NC","North Carolina","Catawba","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","74.8",,,"70.7","78.7","163,462","128,493","37035","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-81.2149250535504 35.6622179779733)"
"2022","NC","North Carolina","Hertford","BRFSS","Disability","Any disability among adults","%","Crude prevalence","41.0",,,"36.2","45.9","20,875","17,171","37091","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-76.9818607276757 36.3588871196747)"
"2022","NC","North Carolina","Guilford","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","17.1",,,"15.4","19.0","546,101","427,983","37081","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-79.7889017999481 36.079488692501)"
"2022","NC","North Carolina","Nash","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","17.4",,,"15.5","19.5","95,789","74,919","37127","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-77.9860103790339 35.9677050225842)"
"2022","NC","North Carolina","Lincoln","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","7.2",,,"6.3","8.2","93,095","74,084","37109","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat","POINT (-81.2240721915513 35.4855553677493)"
"2022","NC","North Carolina","Warren","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","10.3",,,"9.2","11.4","18,713","15,455","37185","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-78.1065171313416 36.3966767382286)"
"2022","NC","North Carolina","Durham","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","68.2",,,"64.9","71.6","332,680","268,509","37063","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-78.8762704368696 36.0359200892271)"
"2022","NC","North Carolina","Macon","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence","12.9",,,"11.4","14.6","38,065","31,219","37113","HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress","POINT (-83.4217780844555 35.1506263752147)"
"2022","NC","North Carolina","Warren","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","10.7",,,"9.5","11.9","18,713","15,455","37185","HLTHOUT","COPD","CrdPrv","COPD","POINT (-78.1065171313416 36.3966767382286)"
"2022","NC","North Carolina","Macon","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","13.7",,,"12.2","15.5","38,065","31,219","37113","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-83.4217780844555 35.1506263752147)"
"2022","NC","North Carolina","Cabarrus","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","20.5",,,"17.6","23.6","235,797","177,234","37025","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-80.5518327021882 35.3869793087838)"
"2022","NC","North Carolina","Person","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","78.4",,,"71.0","84.7","39,386","31,351","37145","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-78.9717598158032 36.3900143908706)"
"2022","NC","North Carolina","Vance","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","5.9",,,"5.4","6.4","42,138","32,110","37181","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-78.4079704512629 36.3651057008362)"
"2022","NC","North Carolina","Anson","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","17.8",,,"15.9","19.6","22,202","17,846","37007","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress","POINT (-80.1026872705448 34.9736529585894)"
"2022","NC","North Carolina","Durham","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","6.1",,,"5.5","6.8","332,680","268,509","37063","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-78.8762704368696 36.0359200892271)"
"2022","NC","North Carolina","Pender","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","18.7",,,"16.6","21.0","65,737","51,154","37141","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-77.9052662106959 34.5249111261759)"
"2022","NC","North Carolina","Franklin","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","16.9",,,"15.0","18.8","74,539","58,589","37069","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-78.2855965915324 36.0827093866128)"
"2022","NC","North Carolina","Henderson","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence","19.2",,,"15.7","23.3","118,106","96,745","37089","RISKBEH","BINGE","AgeAdjPrv","Binge Drinking","POINT (-82.4800088797413 35.336054724191)"
"2022","NC","North Carolina","Ashe","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","73.8",,,"65.3","81.1","27,110","22,615","37009","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-81.5005505989795 36.4341479679829)"
"2021","NC","North Carolina","Pender","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","36.4",,,"32.2","40.8","65,737","51,154","37141","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-77.9052662106959 34.5249111261759)"
"2022","NC","North Carolina","Wake","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence","9.4",,,"8.3","10.6","1,175,021","908,531","37183","HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress","POINT (-78.6503446201168 35.7900594036584)"
"2022","NC","North Carolina","Buncombe","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","26.3",,,"21.1","32.0","273,589","225,801","37021","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-82.530385679713 35.6109780509856)"
"2021","NC","North Carolina","Alleghany","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","44.0",,,"39.1","48.9","11,185","9,346","37005","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-81.1272787621881 36.4916227409052)"
"2022","NC","North Carolina","Ashe","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","16.8",,,"15.0","18.6","27,110","22,615","37009","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-81.5005505989795 36.4341479679829)"
"2022","NC","North Carolina","Orange","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence","29.6",,,"24.1","35.0","150,477","122,960","37135","SOCLNEED","ISOLATION","CrdPrv","Social Isolation","POINT (-79.1206058027686 36.0613413706585)"
"2022","NC","North Carolina","Vance","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","7.9",,,"7.2","8.6","42,138","32,110","37181","DISABLT","VISION","CrdPrv","Vision Disability","POINT (-78.4079704512629 36.3651057008362)"
"2022","NC","North Carolina","Brunswick","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.8",,,"8.6","11.1","153,064","131,836","37019","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-78.2376597098153 34.0703788434431)"
"2021","NC","North Carolina","Currituck","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","30.7",,,"25.9","35.5","31,015","24,131","37053","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-76.0039069482098 36.4032422089498)"
"2022","NC","North Carolina","Yancey","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","10.5",,,"9.3","11.9","18,811","15,489","37199","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-82.30769414617 35.8991764909611)"
"2022","NC","North Carolina","Graham","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence","29.0",,,"24.3","34.2","7,980","6,411","37075","SOCLNEED","ISOLATION","CrdPrv","Social Isolation","POINT (-83.8330304431855 35.3499181619087)"
"2022","NC","North Carolina","Richmond","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","29.8",,,"29.1","30.5","42,778","32,808","37153","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-79.7480501194479 35.0059731618643)"
"2022","NC","North Carolina","Lee","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","9.9",,,"9.0","10.9","65,476","50,217","37105","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-79.1714912683052 35.4750989187809)"
"2022","NC","North Carolina","Lee","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.4",,,"4.1","4.8","65,476","50,217","37105","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-79.1714912683052 35.4750989187809)"
"2022","NC","North Carolina","Bertie","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","29.8",,,"27.0","32.6","17,240","14,342","37015","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps","POINT (-76.9765261847155 36.066157443707)"
"2022","NC","North Carolina","Hertford","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","15.0",,,"13.7","16.4","20,875","17,171","37091","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-76.9818607276757 36.3588871196747)"
"2021","NC","North Carolina","Rowan","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","86.2",,,"83.9","88.4","149,645","117,165","37159","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-80.5247968376348 35.639349134151)"
"2022","NC","North Carolina","Haywood","BRFSS","Disability","Any disability among adults","%","Crude prevalence","33.1",,,"29.0","37.3","62,609","51,693","37087","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-82.9820402617006 35.5556752243833)"
"2022","NC","North Carolina","Scotland","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","18.9",,,"16.9","20.9","34,162","26,314","37165","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-79.4801629069361 34.8409047045285)"
"2022","NC","North Carolina","New Hanover","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","31.6",,,"26.1","37.9","234,921","194,120","37129","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-77.8842723951621 34.2328162979962)"
"2022","NC","North Carolina","Hyde","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","11.9",,,"10.4","13.3","4,576","3,862","37095","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat","POINT (-76.246508754071 35.5192667562167)"
"2022","NC","North Carolina","Vance","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","16.5",,,"14.6","18.4","42,138","32,110","37181","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-78.4079704512629 36.3651057008362)"
"2022","NC","North Carolina","Dare","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","18.4",,,"14.8","22.3","37,956","31,156","37055","RISKBEH","BINGE","CrdPrv","Binge Drinking","POINT (-75.7824832328063 35.7631926889993)"
"2022","NC","North Carolina","Cumberland","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence","13.0",,,"11.5","14.7","336,699","252,559","37051","HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress","POINT (-78.8276708613151 35.0486561560424)"
"2022","NC","North Carolina","Gates","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","37.3",,,"30.0","45.0","10,383","8,389","37073","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-76.7006756971434 36.4450179921853)"
"2022","NC","North Carolina","Carteret","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","7.2",,,"6.4","8.0","69,380","57,810","37031","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-76.6542732540305 34.8273639547444)"
"2022","NC","North Carolina","Orange","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","24.3",,,"21.1","27.7","150,477","122,960","37135","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-79.1206058027686 36.0613413706585)"
"2022","NC","North Carolina","Durham","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","4.5",,,"4.1","5.0","332,680","268,509","37063","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-78.8762704368696 36.0359200892271)"
"2021","NC","North Carolina","Robeson","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","38.5",,,"34.7","42.3","116,663","87,156","37155","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol","POINT (-79.1037511522453 34.6404234382968)"
"2022","NC","North Carolina","Catawba","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","13.9",,,"12.3","15.7","163,462","128,493","37035","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-81.2149250535504 35.6622179779733)"
"2022","NC","North Carolina","Onslow","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","6.2",,,"5.4","6.9","207,298","156,300","37133","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-77.4275153859824 34.7305699378555)"
"2022","NC","North Carolina","Wayne","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Age-adjusted prevalence","31.8",,,"26.6","36.8","117,286","89,675","37191","SOCLNEED","ISOLATION","AgeAdjPrv","Social Isolation","POINT (-78.0039504800588 35.3637958601789)"
"2022","NC","North Carolina","Yancey","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence","25.0",,,"21.2","29.2","18,811","15,489","37199","HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-82.30769414617 35.8991764909611)"
"2022","NC","North Carolina","Duplin","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence","31.1",,,"26.4","36.3","48,990","37,227","37061","SOCLNEED","ISOLATION","CrdPrv","Social Isolation","POINT (-77.9328634793398 34.9363853110288)"
"2022","NC","North Carolina","Davidson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.8",,,"74.0","81.8","172,586","135,652","37057","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-80.2126241733172 35.79334763177)"
"2022","NC","North Carolina","Dare","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","9.4",,,"8.2","10.8","37,956","31,156","37055","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-75.7824832328063 35.7631926889993)"
"2022","NC","North Carolina","Washington","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","57.9",,,"51.9","63.4","10,828","8,655","37187","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-76.5770084500192 35.8231123664106)"
"2022","NC","North Carolina","Surry","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","9.6",,,"8.4","10.9","71,403","56,506","37171","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-80.6880595387123 36.4143133430213)"
"2022","NC","North Carolina","Beaufort","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence","28.8",,,"24.2","33.6","44,272","35,727","37013","SOCLNEED","ISOLATION","CrdPrv","Social Isolation","POINT (-76.8589373781447 35.4941226525086)"
"2022","NC","North Carolina","Forsyth","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","5.7",,,"5.1","6.3","389,157","302,280","37067","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-80.2562678118814 36.1306194708921)"
"2021","NC","North Carolina","Guilford","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","29.3",,,"25.7","33.2","546,101","427,983","37081","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-79.7889017999481 36.079488692501)"
"2022","NC","North Carolina","Jones","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence","19.1",,,"16.6","21.6","9,233","7,545","37103","RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking","POINT (-77.3548950478113 35.0214417782855)"
"2022","NC","North Carolina","Pender","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","10.1",,,"8.7","11.6","65,737","51,154","37141","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-77.9052662106959 34.5249111261759)"
"2022","NC","North Carolina","Forsyth","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","15.8",,,"12.8","18.9","389,157","302,280","37067","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-80.2562678118814 36.1306194708921)"
"2022","NC","North Carolina","Wayne","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence","19.5",,,"17.3","21.8","117,286","89,675","37191","HLTHSTAT","GHLTH","AgeAdjPrv","General Health","POINT (-78.0039504800588 35.3637958601789)"
"2022","NC","North Carolina","Hoke","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","17.1",,,"14.9","19.5","53,787","39,354","37093","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking","POINT (-79.2373149494308 35.0172991021942)"
"2022","NC","North Carolina","Tyrrell","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","9.0",,,"8.1","10.2","3,365","2,644","37177","PREVENT","ACCESS2","CrdPrv","Health Insurance","POINT (-76.2078458813114 35.8180871559222)"
"2022","NC","North Carolina","Rutherford","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","8.4",,,"7.2","9.8","64,963","52,036","37161","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat","POINT (-81.9203691777493 35.4025792890745)"
"2022","NC","North Carolina","Stokes","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","32.8",,,"28.5","37.3","45,175","36,874","37169","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-80.2396598174591 36.4019024419799)"
"2022","NC","North Carolina","Caldwell","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence","18.2",,,"14.9","22.1","80,492","64,779","37027","RISKBEH","BINGE","AgeAdjPrv","Binge Drinking","POINT (-81.5466545637271 35.9530956685159)"
"2022","NC","North Carolina","Warren","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence","15.9",,,"14.0","17.7","18,713","15,455","37185","HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress","POINT (-78.1065171313416 36.3966767382286)"
"2022","NC","North Carolina","Currituck","BRFSS","Disability","Any disability among adults","%","Crude prevalence","29.4",,,"25.4","33.3","31,015","24,131","37053","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-76.0039069482098 36.4032422089498)"
"2021","NC","North Carolina","Camden","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","86.9",,,"84.5","89.2","11,088","8,570","37029","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-76.2049603642896 36.3863407828493)"
"2022","NC","North Carolina","Burke","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","12.7",,,"11.3","14.2","87,881","72,247","37023","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-81.70486114808 35.7494843806822)"
"2022","NC","North Carolina","Richmond","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","19.0",,,"17.0","21.2","42,778","32,808","37153","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-79.7480501194479 35.0059731618643)"
"2022","NC","North Carolina","Harnett","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","7.6",,,"6.8","8.5","138,832","103,786","37085","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-78.8699035439401 35.3688284194037)"
"2022","NC","North Carolina","Cabarrus","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","7.2",,,"6.5","8.0","235,797","177,234","37025","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma","POINT (-80.5518327021882 35.3869793087838)"
"2022","NC","North Carolina","Brunswick","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","65.3",,,"60.2","70.0","153,064","131,836","37019","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-78.2376597098153 34.0703788434431)"
"2022","NC","North Carolina","Brunswick","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","65.8",,,"62.1","69.3","153,064","131,836","37019","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-78.2376597098153 34.0703788434431)"
"2022","NC","North Carolina","Northampton","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","58.4",,,"53.1","63.3","16,779","13,851","37131","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-77.3963332385957 36.4178811426774)"
"2022","NC","North Carolina","Craven","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","8.9",,,"7.9","9.9","100,874","79,170","37049","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-77.0916632156451 35.1237779325124)"
"2022","NC","North Carolina","Wayne","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","77.5",,,"69.9","83.8","117,286","89,675","37191","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-78.0039504800588 35.3637958601789)"
"2021","NC","North Carolina","Pamlico","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence","33.5",,,"29.3","37.9","12,381","10,671","37137","HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure","POINT (-76.7287126546537 35.1471252533281)"
"2022","NC","North Carolina","Davidson","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","12.5",,,"11.1","14.1","172,586","135,652","37057","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-80.2126241733172 35.79334763177)"
"2022","NC","North Carolina","Alamance","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","9.0",,,"8.1","10.0","176,353","137,937","37001","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-79.3994760246283 36.0436739846115)"
"2021","NC","North Carolina","Davidson","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","37.1",,,"32.9","41.2","172,586","135,652","37057","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-80.2126241733172 35.79334763177)"
"2022","NC","North Carolina","Davie","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence","17.4",,,"15.4","19.5","44,090","35,045","37059","HLTHSTAT","GHLTH","AgeAdjPrv","General Health","POINT (-80.5445531639191 35.9288732524121)"
"2022","NC","North Carolina","Cabarrus","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","8.6",,,"7.6","9.7","235,797","177,234","37025","PREVENT","ACCESS2","CrdPrv","Health Insurance","POINT (-80.5518327021882 35.3869793087838)"
"2022","NC","North Carolina","Scotland","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","11.5",,,"10.0","12.9","34,162","26,314","37165","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-79.4801629069361 34.8409047045285)"
"2022","NC","North Carolina","Northampton","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","11.1",,,"9.7","12.5","16,779","13,851","37131","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-77.3963332385957 36.4178811426774)"
"2022","NC","North Carolina","Montgomery","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","77.9",,,"70.3","84.2","25,894","20,532","37123","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-79.9051746925854 35.3323223366211)"
"2022","NC","North Carolina","Moore","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","16.2",,,"13.1","19.4","105,531","82,726","37125","RISKBEH","BINGE","CrdPrv","Binge Drinking","POINT (-79.4810833853778 35.3107524292018)"
"2022","NC","North Carolina","Randolph","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","32.5",,,"25.6","40.0","146,043","113,982","37151","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-79.8059275016308 35.7103579095623)"
"2022","NC","North Carolina","Hoke","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","77.7",,,"70.3","84.0","53,787","39,354","37093","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-79.2373149494308 35.0172991021942)"
"2022","NC","North Carolina","Craven","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","16.2",,,"14.4","18.2","100,874","79,170","37049","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-77.0916632156451 35.1237779325124)"
"2022","NC","North Carolina","Haywood","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Age-adjusted prevalence","30.2",,,"25.6","35.3","62,609","51,693","37087","SOCLNEED","ISOLATION","AgeAdjPrv","Social Isolation","POINT (-82.9820402617006 35.5556752243833)"
"2021","NC","North Carolina","Macon","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","83.6",,,"80.7","86.2","38,065","31,219","37113","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication","POINT (-83.4217780844555 35.1506263752147)"
"2022","NC","North Carolina","Rutherford","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","9.2",,,"8.2","10.3","64,963","52,036","37161","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-81.9203691777493 35.4025792890745)"
"2022","NC","North Carolina","Caldwell","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence","29.7",,,"25.0","34.6","80,492","64,779","37027","SOCLNEED","ISOLATION","CrdPrv","Social Isolation","POINT (-81.5466545637271 35.9530956685159)"
"2022","NC","North Carolina","Person","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","7.8",,,"6.9","8.7","39,386","31,351","37145","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-78.9717598158032 36.3900143908706)"
"2022","NC","North Carolina","Pender","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","76.8",,,"72.7","80.5","65,737","51,154","37141","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-77.9052662106959 34.5249111261759)"
